classes,tweet
1, She looks like a plastic monkey doll
1, reminds me of Oreos lmao
1, its time amend th amendment it was written to protect newly freed ex slaves Its lived its purpose time to end anchor baby loophole
1, I laugh Oreos and lady gaga on a Sunday day
1, yeah I run over squirrels and coons
0, faggot
1, Just watched the Llewyn Davis doc Warm fuzzies abound 
1, Have heard hillbilly grousings that bugs much worse in the KV since MIC shut down
1, thats not ghetto Thats sweet and a movie quote Try again
1, youre not ghetto tho You can live in the hood and not be ghetto facts
1, I like my gross yellow heat lamps Why
1, clams to be a comedy writer untrue
1, I may have just cried a tad illmissu shiner
1, no ghetto names 
1, Big congrats to all I expect him to be blogging on rube chat in a few days Now get some sleep you will need it
1, Please stay safe you guys I love you so much I hoe to one day meet you guys happy Halloween 
0, but I live in the South Lot more here My pop lives in Rhode Island Hardly no niggers there
0, So basically you like the background music fag
1, I like them dark light Carmel white red tan yellow blue purple green It doesnt matter what color they are
1, just remember to keep the skirt dark colored It camouflages all that pan dimensional gore
1, dont feel like reading right now I wanna give a sexy coolie girl some lyrics via text message 
1, why You wanna gimme a baby You look coolieit might could work lol
1, Im the trash
0, I hate that nigger
0, Those niggers disgust me They should have dealt with years ago we wouldnt be having these problems now
1, Congrats Amos 
0, this is retarded
0, cant wait for more PEDS is that it Roid munching faggot
0, homo ass crackers
1, Thats a nice color combo too love the blue and yellow
1, the distant chugs at the end of Dried Up remain to be some of the most perfectly heavy guitars ever recorded
1, Genius the politically correct term would be intellectually disabled Its highly offensive to use the word retarded
0, fight me on ur choice of game faggot see what happens
0, they are wrong you are a nigger always causung mischief among ur own people
1, lucky monkey
0, You be totally correct Anthony Cant be livin round dem colored folk Day be bringin down da hood and dem propery value
1, Hey Antony you speaks colored good
1, Enjoy itIm happy for youbut I hate the Yankeesand yes the Sox did choke
0, The Youre going have KILL crackers amp their babies New Black Panthers CredibilityShot FergusonRiot JusticeMikeBrown
1, Well you got to see pompom Pete
0, guys not supposed to get their ass sucked queer
1, everybody mocks Obama Hes an embarrassment to the USA
0, Welcome to the movement Anyone who gets even minor publicity is a queer fed or jew well according to the internet
1, Jeff Luhnow is to blame for the Astros not blowing out the Red Sox and Yankees HC
0, ape Fuck u broke ass racist
1, Its a mutation Genealogy is convoluted Basically the zebra gene currieries are slaughteredExtinction
1, either way both schools are trash 
0, I do not like talking to you faggot and I did but in a nicely way fag
0, answer my snapchat faggot butthurt
1, Johnny football is trash man Trash Lol
1, I miss you Eating as we speak I miss you red bone and that cooking 
0, do i literally eat asshole for a living is that what i actually do faggot You seem a little confused
0, so ur faggot teammate hits someone late like that and U say hes yapping and yelling u guys def in the room
1, Time for Ranger scouts to head out and watch some Yankee prospects rangers
1, for two year old Oreos
0, send them damn beaners back where they belong n the US aint it
1, Biden was a winner last night Yea right like Charlie Sheen Really was a a winner too winning lol
1, l voted and supported u and u pulled the rug out from under us a nation and worse cuz were not in your circle were trash
0, cracker jack shut the fuck up
1, whoever made this twitter doesnt like the Lakers they r making a comeback but this accnt still continues to trash talk em
1, I am one proud hillbilly
1, Dat cat gonna scratch all up on dat colored boy and he gonna end up in da chow mein
1, alas I am proficient in neither my skills are limited to pointless stat memorization trash talk
1, Shes just another straightup conscienceless liar Soulless criminal trash
0, youd like that wouldnt you fag
0, He looks like a fag and his time line is boring Zzzzzz
1, deserved victory Elite awaits your Orange army Sweet was no disgrace collegehoops ill be back next time hoosiers
1, happy birthday you dirty little bird tear it up 
1, Or as I like to put it looking through race colored glasses 
0, your whats wrong with the white race you fuckin coon slaying piece of poop please die alone
1, copy my tweet again you ginzo
1, Dare be only one bag dat folks be suckin on what I comes to yo partayyyy All da ofay be wantin to ride in my eldorato
1, well thats some cracker jack secret service work there jfk anyone
1, Historical point cracker was a term for the Irish settling in the woods of the midAtlantic Hardly offensive
1, bandana Orian They called me trailer trash for wearing my lil country getup 
0, lmfao go to bed whitey 
1, chicken fried steak it is boys mash potatoes gravy green beans corn an ice cream an brownies for after
1, thanks Hun Haha
0, pass the Fosters faggot
0, yeawhat did it do for Maidana It made him a greedy faggot loser Atleast Broner is black
1, He promised to stand with the muzzies so
1, I have never once in my life been to a coffee shop like Starbucks I am a hick though
1, pearl jam yellow Ledbettergt
1, Theres a reason why the Yankees dont want Anderson any longer
1, Ive had shots go off where yellow smoke
1, they trash
1, Thats ghetto for super duper Its the current generations best complement
0, yea u stupid faggot Im not leaving till like pm Want a ride
0, never followed him ignorant monkey
0, of a citizen I said it for you maria you spic
0, your a nasty nigger whore
1, I realized its the one on Links Awakening too so you killed two birds with one stone Unless youre getting the Wind Fish too
1, Wellhow about those Yankees this year What a run wtfiswrongwithnebraska
0, they said some bullshit Damn niggers
0, wow Are you comin back up here they some bitch niggas
0, Id like to rape the bitch that posted that
1, my trick is I wait for the bird to get close to the pipe and then tap the screen So you never hit your head
1, ja moest van plisie niet meteen wild gaan denkenJuistjawillen wel meer mensen mij vertellen hoe k moet denken
0, Fuck you faggot
0, These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh
1, ATL BVB SWS PTV THE RELAPSE SYMPHONY SET IT OFF FAREWELL MY LOVE MAYDAY PARADE FOB PARAMORE etc
1, we gunna laff at ChavaRubio beaner supporters in a min
1, the kikes want to charge you dollaz for the complete version 
0, sand nigger ran over some Kidd
0, I dont like the sand nigger but its entertaining like knockdowns
0, Joe Cortez is the ultimate faggot that fight proved it
0, all us beaners were pissed like robert when the jew ref stopped it
0, true sand niggers amp bum Brits claim hes a ATG hall of fame legend smh
1, Huhlast gamesTampa Balt Yanks and they lost their best pitcher Please explain your logic
1, Sounds like they are holding back infoYankee shill
1, That game winning hit in Thursday capped a great career The guy is a st ballot HOF Or else
1, Eating a roasted potato and smiling till my cheeks are sore the crow SFX in this Cape Crisis are supergreat
1, tx trash you know trouble w ACA is in GOP gov states but like you report lies anyway
1, tx trash your show was a disgrace this AM engaging w disrespecting the President
1, racist tx trash enjoy your high along with gop win a substitute for racist loss
0, racist tx trash racist why wld u intvw n ask racist questions itwas so disrespectful
1, there isnt a green one either Theres red and yellow in that pic
0, hey Sir house nigger uncle tom arent you from grand ole Mississippi I rest my case
1, no a pop wop 
1, pop wop and drop it tho
1, we in this bitch finna get crunk eyebrows on double PAPP 
0, is a fag hesgay
1, Thats where I saw the leprechaun He told me to burn things
0, you styl gotta get dem tweets off my nig
1, amp als je over Syrie tweet volg maar zij komt er vandaan amp zal je precies uitleggen hoe of wat
1, PS and case is still in the trash can idgaf anymore
1, that would cripple our military 
1, I didnt think you knew of a bird that couldnt be tamed cajuncharm
1, Oh no Sorry Hun That sucks Hope you heal fast dancerproblems
1, no its yellow fin Its in edgewater
1, yellow fin
1, ewwww her nips are DEF more perfect than that
1, really are my nudes trash
0, fuck outta here and go put some more trash ass ink on your faggot ass self pussy
0, stay talking defending your fuckboy ass boyfriend or what go suck him off while youre at it faggot
1, naw Bryan said it was trash hotel so were staying somewhere else
0, you need to accept the fact that youre both hipster faggots
0, your gay stfu dumb monkey
1, oh i am She cool though might off her a brownie lol
1, Hi Charlie
1, Hi Charlie have a great day
1, Come on Charlie OUR GOVERNMENT WAS JUST TRYING TO PROTECT THE DESE TOOISE Atleast thats what Barack Obama Says
0, chase you God damn faggot 
0, be gone my nigguh
1, ima get this so every time I throw trash away its where it really belongs 
0, faaaaggggottttt speaking with the blonde hair and confused youre a hypocrite cuz youre a faggot
1, if McCoy wasnt trash thats a TD
1, chink thats better then having the rug rats running around yah crib girl enjoy life lol
0, shut up chink
1, gun sales have skyrocketed Gun crime has fallen sharply Any claim to the contrary is using fuzzy math
1, askim would you rather drink squirrel pee or Johnny Depps wig in Charlie and the Chocolate Factory
0, you call someone a faggot and then say to kill themselves you are a pathetic human being A fucking disgrace
0, you dont know what your talking about retarded faggot
1, she wasnt saying she did but yes me and Kannon have both been in the ghetto and know what its like so u look dumb
1, the new nip dropped today rii
0, true I miss yall man yall are my brothers Is mikey starting And what about the chink Lmfao
1, Penske runs the in NASCAR Its yellow Theres a sponsor already there WouldMakeALottaSense
1, his defense is trash and hes been rocked by Jesus Soto Karass and Diego Chaves
1, Waco is ghetto hahaha Wait til we go pick up nat in Austin tomorrow
1, I didnt know whitetears were blue and yellow lessonoftheday
1, dat is one ugly animal but da monkey is adorable
0, Because youre a fag
1, I miss Tupac rap offs hillbilly
1, look at you with yellow fever
0, wetback 
1, I run CP in our community Local cops treat ppl like trash for that I hate it Makes ppl think its a waste
1, why are you showing Yankees game in arizona when you promo Washington huskies game I bet would want my business
1, he wasnt training gook boy doe
0, the nig is fun to watch got to admit ebola boy can speak broken Spanish too lol
1, youre from a trash can
1, Its idiotic opinions like this that make polls less than trash Polls werent a problem when people with integrity were voting
0, you look like fucking shrek bitch
0, get on cunt
1, hes still a pogue though
1,available online soon I didnt have enough to get it after my Anathema merch Its a cracker I need it Can u
0, bitch shut the fuck up goddam your a slut bitch whore nigga
